,Unnamed: 0,comments,created_time,from,id,likes,content,shares,type,Unnamed: 9,Unnamed: 10,polarity
53,82,"{u'paging': {u'cursors': {u'after': u'WTI5dGJXVnVkRjlqZFhKemIzSTZOekE1TVRVeU9UYzVNakU0TkRreE9qRTBORE13T0RVM05qQT0=', u'before': u'WTI5dGJXVnVkRjlqZFhKemIzSTZOekE1TVRVeU9UYzVNakU0TkRreE9qRTBORE13T0RVM05qQT0='}}, u'data': [{u'message': u'Si graciasss !!!😊😊😆 o 💖💖💖💖💖💖', u'from': {u'name': u'Jimena Avila', u'id': u'585778468232415'}, u'id': u'700310823436040_709152979218491'}], u'summary': {u'total_count': 1, u'order': u'chronological'}}",2015-09-04 13:34:11,"{u'category': u'Non-Governmental Organization (NGO)', u'name': u'Desafío Levantemos Chile V Región', u'id': u'279017415565385'}",279017415565385_700310823436040,"{u'paging': {u'cursors': {u'after': u'MTAyMDQwODk3MDUzMzc4NzQ=', u'before': u'NTg1Nzc4NDY4MjMyNDE1'}}, u'data': [{u'id': u'585778468232415', u'name': u'Jimena Avila'}, {u'id': u'279017415565385', u'name': u'Desafío Levantemos Chile V Región'}, {u'id': u'10204989649160183', u'name': u'María Victoria Farías Maturana'}, {u'id': u'10206565700719781', u'name': u'Paola Morales Rivera'}, {u'id': u'10204089705337874', u'name': u'Macarena Lara Farias'}], u'summary': {u'total_count': 5}}","Visitando a ""Mia""",,status,,,1
54,83,"{u'paging': {u'cursors': {u'after': u'WTI5dGJXVnVkRjlqZFhKemIzSTZOekE1TVRVek1qazFPRGcxTVRJMk9qRTBORE13T0RVNE1qaz0=', u'before': u'WTI5dGJXVnVkRjlqZFhKemIzSTZOekF3TURnM01URXdNVEkxTURjNE9qRTBOREV6TWpZeU5UQT0='}}, u'data': [{u'message': u'Amiguiiiii felicitaciones... te ves regia😚', u'from': {u'name': u'Paola Ardiles Ibarbe', u'id': u'10208336689195623'}, u'id': u'700077070126082_700087110125078'}, {u'message': u'Un abrazo amiga!!!...', u'from': {u'name': u'Loreto Vera', u'id': u'10208854983676296'}, u'id': u'700077070126082_700279063439216'}, {u'message': u'😊un gran abrazote pauuuu', u'from': {u'name': u'Jimena Avila', u'id': u'585778468232415'}, u'id': u'700077070126082_709153295885126'}], u'summary': {u'total_count': 3, u'order': u'chronological'}}",2015-09-03 23:36:46,"{u'category': u'Non-Governmental Organization (NGO)', u'name': u'Desafío Levantemos Chile V Región', u'id': u'279017415565385'}",279017415565385_700077070126082,"{u'paging': {u'cursors': {u'after': u'MTAyMDgyOTYyNjYyMjE5NDY=', u'before': u'NTg1Nzc4NDY4MjMyNDE1'}}, u'data': [{u'id': u'585778468232415', u'name': u'Jimena Avila'}, {u'id': u'10206501069303117', u'name': u'Verito Cortes'}, {u'id': u'10204910996751724', u'name': u'Rosa Villa'}, {u'id': u'10204989649160183', u'name': u'María Victoria Farías Maturana'}, {u'id': u'122089234795926', u'name': u'Mauricio Cortés Tavilo'}, {u'id': u'10208775347680352', u'name': u'Myriam Alejandra'}, {u'id': u'914069838622465', u'name': u'Viviana Ojeda'}, {u'id': u'341509206033841', u'name': u'Monica Cespedes'}, {u'id': u'10206565700719781', u'name': u'Paola Morales Rivera'}, {u'id': u'10204130790723877', u'name': u'Alexandro Cea'}, {u'id': u'275181976011723', u'name': u'Ana Maria Allen'}, {u'id': u'10208782095968789', u'name': u'Neyddi Guzman Guzman'}, {u'id': u'10207357608396586', u'name': u'Paola Pardo'}, {u'id': u'10205051174093815', u'name': u'Felipe Canto Silva'}, {u'id': u'10208336689195623', u'name': u'Paola Ardiles Ibarbe'}, {u'id': u'10204205363673461', u'name': u'Marta Alejandra Salinas Jofre'}, {u'id': u'10201973352757644', u'name': u'Marcela Solange Campos'}, {u'id': u'279017415565385', u'name': u'Desafío Levantemos Chile V Región'}, {u'id': u'10204417092202155', u'name': u'Juan Ignacio Pinochet'}, {u'id': u'10208296266221946', u'name': u'Laura Alejandra Caceres Brendel'}], u'summary': {u'total_count': 20}}","Nuestra delegación en la Gala ""A Mi Si Me Importa"" 2015.

En la foto: Alexandro Cea (Coordinador Regional), Paula Herrada (Líder programa A Mi Si Me Importa V Región) y Esteban Ojeda (Líder de Emprendimiento V Región).",,photo,,,1
55,87,"{u'paging': {u'cursors': {u'after': u'WTI5dGJXVnVkRjlqZFhKemIzSTZOams1TmpRNE16RXpOVEF5TWpreE9qRTBOREV5TWprMk5qYz0=', u'before': u'WTI5dGJXVnVkRjlqZFhKemIzSTZOams1TmpRNE16RXpOVEF5TWpreE9qRTBOREV5TWprMk5qYz0='}}, u'data': [{u'message': u'Felicitaciones. Un puñado de extraordinarios jóvenes y personas de bien .', u'from': {u'name': u'Osorno Judo', u'id': u'512575052252305'}, u'id': u'699258316874624_699648313502291'}], u'summary': {u'total_count': 1, u'order': u'chronological'}}",2015-09-02 00:05:00,"{u'category': u'Non-Governmental Organization (NGO)', u'name': u'Desafío Levantemos Chile V Región', u'id': u'279017415565385'}",279017415565385_699258316874624,"{u'paging': {u'cursors': {u'after': u'Mjc5MDE3NDE1NTY1Mzg1', u'before': u'NTg1Nzc4NDY4MjMyNDE1'}}, u'data': [{u'id': u'585778468232415', u'name': u'Jimena Avila'}, {u'id': u'566701213429021', u'name': u'Alvaro Molina Gutierrez'}, {u'id': u'10204989649160183', u'name': u'María Victoria Farías Maturana'}, {u'id': u'694313820664391', u'name': u'Maria Adriana Arrau Rosales'}, {u'id': u'10203504422952473', u'name': u'Nancy Espinosa'}, {u'id': u'819745364759401', u'name': u'Silvia Eliana Anes Paez'}, {u'id': u'10153085227133822', u'name': u'Cristian Goldberg Valenzuela'}, {u'id': u'10205495692212593', u'name': u'Tamara Valenzuela'}, {u'id': u'512575052252305', u'name': u'Osorno Judo'}, {u'id': u'10152335024909354', u'name': u'Enrique Sánchez Martínez'}, {u'id': u'1513301735613118', u'name': u'Elisabeth Kralemann'}, {u'id': u'10201973352757644', u'name': u'Marcela Solange Campos'}, {u'id': u'10208457443414607', u'name': u'Boris Tiznado Cid'}, {u'id': u'10203098492171431', u'name': u'Lorna Aguilar Trujillo'}, {u'id': u'10205304801995889', u'name': u'José Ignacio Oñate Geppert'}, {u'id': u'10154156430517662', u'name': u'Bárbara Bayolo'}, {u'id': u'10205732128721790', u'name': u'Clau Mancilla Lazcano'}, {u'id': u'10202551214141911', u'name': u'Nacho Rojas Brahm'}, {u'id': u'10152931464048232', u'name': u'Peiro Smith'}, {u'id': u'10153482457932996', u'name': u'Jaime Arrau'}, {u'id': u'10203438646179781', u'name': u'Daniela Gárate'}, {u'id': u'684158081641352', u'name': u'Alicia Ester Marambio Lavanderos'}, {u'id': u'10204392612670811', u'name': u'Camila Alejandra Leger Correa'}, {u'id': u'815871731842826', u'name': u'Carola Diaz'}, {u'id': u'10156264337420136', u'name': u'Juan Pablo García'}, {u'id': u'10152986210208527', u'name': u'Valentina Fisher'}, {u'id': u'10209136809646142', u'name': u'Josefa Arrau Gorrini'}, {u'id': u'10153486961259524', u'name': u'Carolina Contreras Dupré'}, {u'id': u'10205845293754548', u'name': u'Bárbara Silva Barrueto'}, {u'id': u'10205066442563774', u'name': u'Cami Barros López'}, {u'id': u'659011050843062', u'name': u'Nacho Torrejon Carrasco'}, {u'id': u'756821604372447', u'name': u'Fernando Gipoulou Andrade'}, {u'id': u'10204089705337874', u'name': u'Macarena Lara Farias'}, {u'id': u'10205132921154221', u'name': u'Marisol Romero Balladares'}, {u'id': u'10204130790723877', u'name': u'Alexandro Cea'}, {u'id': u'279017415565385', u'name': u'Desafío Levantemos Chile V Región'}], u'summary': {u'total_count': 37}}","¡¡DUPLICADA LA META!! 
Los $758.920.000 recaudados en la Gala “A mí sí me importa” 2015 irán destinados a la reconstrucción de un barrio de 33 familias que lo perdieron todo en el aluvión de Atacama.

¡Gracias a todos los que lo hicieron posible!",{u'count': 2},photo,,,0
56,88,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'chronological'}}",2015-09-01 06:02:40,"{u'category': u'Non-Governmental Organization (NGO)', u'name': u'Desafío Levantemos Chile V Región', u'id': u'279017415565385'}",279017415565385_698711603595962,"{u'paging': {u'cursors': {u'after': u'NjU5MDExMDUwODQzMDYy', u'before': u'MTAyMDQ5ODk2NDkxNjAxODM='}}, u'data': [{u'id': u'10204989649160183', u'name': u'María Victoria Farías Maturana'}, {u'id': u'10204898667408616', u'name': u'Pau Herrada M'}, {u'id': u'230240613749569', u'name': u'Para ti'}, {u'id': u'279017415565385', u'name': u'Desafío Levantemos Chile V Región'}, {u'id': u'659011050843062', u'name': u'Nacho Torrejon Carrasco'}], u'summary': {u'total_count': 5}}","https://www.facebook.com/media/set/?set=a.698706953596427.1073741853.279017415565385&type=3&uploaded=101

FUTBOLITO A BENEFICIO DE LA RECONSTRUCCIÓN DE CANCHAS EN REGIÓN DE ATACAMA.
DESAFÍO LEVANTEMOS CHILE V REGIÓN",,photo,,,1
57,89,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'chronological'}}",2015-09-01 05:50:59,"{u'category': u'Non-Governmental Organization (NGO)', u'name': u'Desafío Levantemos Chile V Región', u'id': u'279017415565385'}",279017415565385_698706846929771,"{u'paging': {u'cursors': {u'after': u'Mjc5MDE3NDE1NTY1Mzg1', u'before': u'MTAyMDQ5ODk2NDkxNjAxODM='}}, u'data': [{u'id': u'10204989649160183', u'name': u'María Victoria Farías Maturana'}, {u'id': u'230240613749569', u'name': u'Para ti'}, {u'id': u'10204898667408616', u'name': u'Pau Herrada M'}, {u'id': u'10204130790723877', u'name': u'Alexandro Cea'}, {u'id': u'279017415565385', u'name': u'Desafío Levantemos Chile V Región'}], u'summary': {u'total_count': 5}}","https://www.facebook.com/media/set/?set=a.698705503596572.1073741852.279017415565385&type=3

SHOWROOM A BENEFICIO DE LA RECONSTRUCCIÓN DE CANCHAS EN REGIÓN DE ATACAMA.
DESAFÍO LEVANTEMOS CHILE V REGIÓN",,photo,,,1
58,91,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'chronological'}}",2015-08-31 02:57:32,"{u'category': u'Non-Governmental Organization (NGO)', u'name': u'Desafío Levantemos Chile V Región', u'id': u'279017415565385'}",279017415565385_698097960323993,"{u'paging': {u'cursors': {u'after': u'Mjc5MDE3NDE1NTY1Mzg1', u'before': u'MTAyMDQ5ODk2NDkxNjAxODM='}}, u'data': [{u'id': u'10204989649160183', u'name': u'María Victoria Farías Maturana'}, {u'id': u'230240613749569', u'name': u'Para ti'}, {u'id': u'10204898667408616', u'name': u'Pau Herrada M'}, {u'id': u'490333494428999', u'name': u'Marianela Paredes'}, {u'id': u'279017415565385', u'name': u'Desafío Levantemos Chile V Región'}], u'summary': {u'total_count': 5}}","Si no puedes ayudar a Martina, comparte esta publicación y también nos estarás ayudando, Martina nos necesita",{u'count': 3},link,,,1
59,92,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'chronological'}}",2015-08-27 15:27:15,"{u'category': u'Non-Governmental Organization (NGO)', u'name': u'Desafío Levantemos Chile V Región', u'id': u'279017415565385'}",279017415565385_695650087235447,"{u'paging': {u'cursors': {u'after': u'NjU5MDExMDUwODQzMDYy', u'before': u'NTg1Nzc4NDY4MjMyNDE1'}}, u'data': [{u'id': u'585778468232415', u'name': u'Jimena Avila'}, {u'id': u'230240613749569', u'name': u'Para ti'}, {u'id': u'279017415565385', u'name': u'Desafío Levantemos Chile V Región'}, {u'id': u'10207321071210779', u'name': u'Myriam Veas'}, {u'id': u'10152986210208527', u'name': u'Valentina Fisher'}, {u'id': u'10204130790723877', u'name': u'Alexandro Cea'}, {u'id': u'10205097183329416', u'name': u'Telmi Inostroza'}, {u'id': u'1449941461986554', u'name': u'Varas Contreras Karen'}, {u'id': u'659011050843062', u'name': u'Nacho Torrejon Carrasco'}], u'summary': {u'total_count': 9}}","Validando caso vamos que se puede 😊 buen jueves para todos !! 
 #amisimeimporta #desafiolevantemoschilevregion",,status,,,1
60,93,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'chronological'}}",2015-08-26 16:27:17,"{u'category': u'Non-Governmental Organization (NGO)', u'name': u'Desafío Levantemos Chile V Región', u'id': u'279017415565385'}",279017415565385_695033080630481,"{u'paging': {u'cursors': {u'after': u'MTAyMDUxMzI5MjExNTQyMjE=', u'before': u'MjMwMjQwNjEzNzQ5NTY5'}}, u'data': [{u'id': u'230240613749569', u'name': u'Para ti'}, {u'id': u'10204898667408616', u'name': u'Pau Herrada M'}, {u'id': u'10208217132326165', u'name': u'Camilo Jesus'}, {u'id': u'10153448614313066', u'name': u'Virginia Victoria'}, {u'id': u'279017415565385', u'name': u'Desafío Levantemos Chile V Región'}, {u'id': u'10153925144738454', u'name': u'Carolina Daniela Pérez Verasay'}, {u'id': u'10205132921154221', u'name': u'Marisol Romero Balladares'}], u'summary': {u'total_count': 7}}",AMIGOS LINDOS POR FAVOR AYUDANOS A DIFUNDIR LA PEQUEÑA MARTINA NECESITA DE TI !,{u'count': 9},link,,,1
61,95,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'chronological'}}",2015-08-22 02:21:14,"{u'category': u'Non-Governmental Organization (NGO)', u'name': u'Desafío Levantemos Chile V Región', u'id': u'279017415565385'}",279017415565385_692889500844839,"{u'paging': {u'cursors': {u'after': u'Mjc5MDE3NDE1NTY1Mzg1', u'before': u'NTg1Nzc4NDY4MjMyNDE1'}}, u'data': [{u'id': u'585778468232415', u'name': u'Jimena Avila'}, {u'id': u'10204959732013852', u'name': u'Myriam Agueda Carrasco Muñoz'}, {u'id': u'774834892607690', u'name': u'Rene Torres'}, {u'id': u'891825387509495', u'name': u'Bea Sturione'}, {u'id': u'10204989649160183', u'name': u'María Victoria Farías Maturana'}, {u'id': u'818734684914050', u'name': u'Boris Lagos B'}, {u'id': u'10205132921154221', u'name': u'Marisol Romero Balladares'}, {u'id': u'10152335024909354', u'name': u'Enrique Sánchez Martínez'}, {u'id': u'279017415565385', u'name': u'Desafío Levantemos Chile V Región'}], u'summary': {u'total_count': 9}}",Amigos y voluntarios  !!! La pequeña Matilda necesita de nuestra ayuda !!! Cualquier duda o consulta escríbenos por interno  gracias !!!A mí sí me importa,{u'count': 12},link,,,1
62,96,"{u'paging': {u'cursors': {u'after': u'WTI5dGJXVnVkRjlqZFhKemIzSTZOamt3TWpFNU1ESXhNVEV4T0RnM09qRTBNemsxT1RBMU5EST0=', u'before': u'WTI5dGJXVnVkRjlqZFhKemIzSTZOamt3TWpFNU1ESXhNVEV4T0RnM09qRTBNemsxT1RBMU5EST0='}}, u'data': [{u'message': u'¡Felicitaciones! Mucho Éxito', u'from': {u'name': u'Isis Paulina Inostroza Robles', u'id': u'10208843111934911'}, u'id': u'690218767778579_690219021111887'}], u'summary': {u'total_count': 1, u'order': u'chronological'}}",2015-08-14 22:14:20,"{u'category': u'Non-Governmental Organization (NGO)', u'name': u'Desafío Levantemos Chile V Región', u'id': u'279017415565385'}",279017415565385_690218767778579,"{u'paging': {u'cursors': {u'after': u'Mjc5MDE3NDE1NTY1Mzg1', u'before': u'MTAxNTQzNzU4MDkwMjc1NjU='}}, u'data': [{u'id': u'10154375809027565', u'name': u'Gustavo Andres Gonzalez Vilches'}, {u'id': u'10205416101542825', u'name': u'Miguel Flores Cabrales'}, {u'id': u'10206287651862981', u'name': u'Pame Ivette González López'}, {u'id': u'259985810742413', u'name': u'Open Hotel Quillota'}, {u'id': u'10208843111934911', u'name': u'Isis Paulina Inostroza Robles'}, {u'id': u'10204130790723877', u'name': u'Alexandro Cea'}, {u'id': u'279017415565385', u'name': u'Desafío Levantemos Chile V Región'}], u'summary': {u'total_count': 7}}","Saludos y felicitaciones a Marcelo Pardo Olguín, empresario quillotano ligado a constructora Pardo y Open Hotel Quillota; nuevo presidente regional de la Cámara Chilena de la Construcción / CChC",{u'count': 2},link,,,1
63,97,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'chronological'}}",2015-08-14 20:13:07,"{u'category': u'Non-Governmental Organization (NGO)', u'name': u'Desafío Levantemos Chile V Región', u'id': u'279017415565385'}",279017415565385_690178844449238,"{u'paging': {u'cursors': {u'after': u'Mjc5MDE3NDE1NTY1Mzg1', u'before': u'NTg1Nzc4NDY4MjMyNDE1'}}, u'data': [{u'id': u'585778468232415', u'name': u'Jimena Avila'}, {u'id': u'275181976011723', u'name': u'Ana Maria Allen'}, {u'id': u'10204130790723877', u'name': u'Alexandro Cea'}, {u'id': u'279017415565385', u'name': u'Desafío Levantemos Chile V Región'}], u'summary': {u'total_count': 4}}","Cuarta charla ""Trabajo de Red y Prevención de violencia en contexto escolar "". #desafiolevantemoschilevregion #amisimeimporta #ongconvive",,photo,,,0
64,98,"{u'paging': {u'cursors': {u'after': u'WTI5dGJXVnVkRjlqZFhKemIzSTZOekE1TVRVek9EWTVNakU0TkRBeU9qRTBORE13T0RZd01qWT0=', u'before': u'WTI5dGJXVnVkRjlqZFhKemIzSTZOekE1TVRVek9EWTVNakU0TkRBeU9qRTBORE13T0RZd01qWT0='}}, u'data': [{u'message': u'👏👏👏👏', u'from': {u'name': u'Jimena Avila', u'id': u'585778468232415'}, u'id': u'689821551151634_709153869218402'}], u'summary': {u'total_count': 1, u'order': u'chronological'}}",2015-08-13 19:03:30,"{u'category': u'Non-Governmental Organization (NGO)', u'name': u'Desafío Levantemos Chile V Región', u'id': u'279017415565385'}",279017415565385_689821551151634,"{u'paging': {u'cursors': {u'after': u'Mjc5MDE3NDE1NTY1Mzg1', u'before': u'NTg1Nzc4NDY4MjMyNDE1'}}, u'data': [{u'id': u'585778468232415', u'name': u'Jimena Avila'}, {u'id': u'10207321071210779', u'name': u'Myriam Veas'}, {u'id': u'10204579678187664', u'name': u'Viviana Toledo Godoy'}, {u'id': u'684158081641352', u'name': u'Alicia Ester Marambio Lavanderos'}, {u'id': u'1446344545688077', u'name': u'Martín Larenas Herrera'}, {u'id': u'10207425317330221', u'name': u'Juana Patricia Zavala Matulic'}, {u'id': u'10208583558924248', u'name': u'Francisca Ibaseta Jerez'}, {u'id': u'659011050843062', u'name': u'Nacho Torrejon Carrasco'}, {u'id': u'1610190959235036', u'name': u'Marta Carvajal'}, {u'id': u'10152909095620850', u'name': u'Alejandra Villar'}, {u'id': u'10204910996751724', u'name': u'Rosa Villa'}, {u'id': u'10204989649160183', u'name': u'María Victoria Farías Maturana'}, {u'id': u'230240613749569', u'name': u'Para ti'}, {u'id': u'10204898667408616', u'name': u'Pau Herrada M'}, {u'id': u'10153467837956531', u'name': u'Denisse Peña Huber'}, {u'id': u'10153486961259524', u'name': u'Carolina Contreras Dupré'}, {u'id': u'279017415565385', u'name': u'Desafío Levantemos Chile V Región'}], u'summary': {u'total_count': 19}}","22 bolsitas de ropa interior para las niñas del hogar ""Casa de la Providencia"" #valparaiso #desafiolevantemoschilevregion #amisimeimporta",{u'count': 2},photo,,,0
65,99,"{u'paging': {u'cursors': {u'after': u'WTI5dGJXVnVkRjlqZFhKemIzSTZOekE1TVRVME1EUTVNakU0TXpnME9qRTBORE13T0RZd09ETT0=', u'before': u'WTI5dGJXVnVkRjlqZFhKemIzSTZOamc1Tmpnek56Y3hNVFkxTkRFeU9qRTBNemswTnprMU9UQT0='}}, u'data': [{u'message': u'Que bueno lo que hacen ayudando a familias k lo necesitan ojala puedan ayudar a la familia k les conte x interno k dios los bendiga siempre', u'from': {u'name': u'Mis Ventitas Concon', u'id': u'537741166398379'}, u'id': u'689304894536633_689683771165412'}, {u'message': u'💟💟', u'from': {u'name': u'Jimena Avila', u'id': u'585778468232415'}, u'id': u'689304894536633_709154049218384'}], u'summary': {u'total_count': 2, u'order': u'chronological'}}",2015-08-12 21:22:29,"{u'category': u'Non-Governmental Organization (NGO)', u'name': u'Desafío Levantemos Chile V Región', u'id': u'279017415565385'}",279017415565385_689304894536633,"{u'paging': {u'cursors': {u'after': u'Njg0MTU4MDgxNjQxMzUy', u'before': u'NTg1Nzc4NDY4MjMyNDE1'}}, u'data': [{u'id': u'585778468232415', u'name': u'Jimena Avila'}, {u'id': u'10208583558924248', u'name': u'Francisca Ibaseta Jerez'}, {u'id': u'10204910996751724', u'name': u'Rosa Villa'}, {u'id': u'10152909095620850', u'name': u'Alejandra Villar'}, {u'id': u'230240613749569', u'name': u'Para ti'}, {u'id': u'10204898667408616', u'name': u'Pau Herrada M'}, {u'id': u'279017415565385', u'name': u'Desafío Levantemos Chile V Región'}, {u'id': u'537741166398379', u'name': u'Mis Ventitas Concon'}, {u'id': u'684158081641352', u'name': u'Alicia Ester Marambio Lavanderos'}], u'summary': {u'total_count': 10}}",Entregando donación a Sebastian Briones gracias a nuestra amable donante ! Que lo que hoy entregas sea multiplicado,,photo,,,1
66,100,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'chronological'}}",2015-08-11 18:07:58,"{u'category': u'Non-Governmental Organization (NGO)', u'name': u'Desafío Levantemos Chile V Región', u'id': u'279017415565385'}",279017415565385_688554657944990,"{u'paging': {u'cursors': {u'after': u'MTAxNTM0Njc4Mzc5NTY1MzE=', u'before': u'NTg1Nzc4NDY4MjMyNDE1'}}, u'data': [{u'id': u'585778468232415', u'name': u'Jimena Avila'}, {u'id': u'230240613749569', u'name': u'Para ti'}, {u'id': u'10204898667408616', u'name': u'Pau Herrada M'}, {u'id': u'10204130790723877', u'name': u'Alexandro Cea'}, {u'id': u'10204883183337454', u'name': u'Israel Alejandro Beltran Olguin'}, {u'id': u'684158081641352', u'name': u'Alicia Ester Marambio Lavanderos'}, {u'id': u'279017415565385', u'name': u'Desafío Levantemos Chile V Región'}, {u'id': u'368137656679415', u'name': u'Paloma Kovacs'}, {u'id': u'10204959732013852', u'name': u'Myriam Agueda Carrasco Muñoz'}, {u'id': u'10205149893891802', u'name': u'Berni Zuñiga'}, {u'id': u'10207425317330221', u'name': u'Juana Patricia Zavala Matulic'}, {u'id': u'10153467837956531', u'name': u'Denisse Peña Huber'}], u'summary': {u'total_count': 13}}","Entregando 10 mochilas #HEAD con útiles escolares para niños de la Escuela Puente Colmo de Concon, esperamos que sean de utilidad 😊( reciben: Director del establecimiento y Asistente Social) #desafiolevantemoschilevregion #amisimeimporta #escuelapuentecolmo",,photo,,,1
67,102,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'chronological'}}",2015-08-07 16:23:49,"{u'category': u'Non-Governmental Organization (NGO)', u'name': u'Desafío Levantemos Chile V Región', u'id': u'279017415565385'}",279017415565385_686866194780503,"{u'paging': {u'cursors': {u'after': u'MTAyMDQ5ODk2NDkxNjAxODM=', u'before': u'MTAyMDQ4OTg2Njc0MDg2MTY='}}, u'data': [{u'id': u'10204898667408616', u'name': u'Pau Herrada M'}, {u'id': u'230240613749569', u'name': u'Para ti'}, {u'id': u'279017415565385', u'name': u'Desafío Levantemos Chile V Región'}, {u'id': u'10204959732013852', u'name': u'Myriam Agueda Carrasco Muñoz'}, {u'id': u'10152986210208527', u'name': u'Valentina Fisher'}, {u'id': u'10204989649160183', u'name': u'María Victoria Farías Maturana'}], u'summary': {u'total_count': 6}}",En la tercera  charla de Trabajo de Red y Enfoque de Derecho #desafiolevantemoschilevregion #amisimeimporta #ongconvive,,status,,,1
68,103,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'chronological'}}",2015-08-06 00:35:04,"{u'category': u'Non-Governmental Organization (NGO)', u'name': u'Desafío Levantemos Chile V Región', u'id': u'279017415565385'}",279017415565385_686268551506934,"{u'paging': {u'cursors': {u'after': u'MTAyMDQ4OTg2Njc0MDg2MTY=', u'before': u'Mjc5MDE3NDE1NTY1Mzg1'}}, u'data': [{u'id': u'279017415565385', u'name': u'Desafío Levantemos Chile V Región'}, {u'id': u'230240613749569', u'name': u'Para ti'}, {u'id': u'10204898667408616', u'name': u'Pau Herrada M'}], u'summary': {u'total_count': 3}}",Para los amigos que quieran cooperar  ,),,photo,,1
69,104,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'chronological'}}",2015-07-31 14:56:31,"{u'category': u'Non-Governmental Organization (NGO)', u'name': u'Desafío Levantemos Chile V Región', u'id': u'279017415565385'}",279017415565385_684143891719400,"{u'paging': {u'cursors': {u'after': u'Mjc5MDE3NDE1NTY1Mzg1', u'before': u'NTg1Nzc4NDY4MjMyNDE1'}}, u'data': [{u'id': u'585778468232415', u'name': u'Jimena Avila'}, {u'id': u'1077349605616165', u'name': u'Danielismo Superisimo Ibarra Mora'}, {u'id': u'10152986210208527', u'name': u'Valentina Fisher'}, {u'id': u'279017415565385', u'name': u'Desafío Levantemos Chile V Región'}], u'summary': {u'total_count': 4}}","En ciclo de charlas ""Trabajo de Red y Enfoque de Genero""  #desafiolevantemoschileVregion 
Gracias #ongconvive por la invitación",,status,,,1
70,105,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'chronological'}}",2015-07-28 00:09:21,"{u'category': u'Non-Governmental Organization (NGO)', u'name': u'Desafío Levantemos Chile V Región', u'id': u'279017415565385'}",279017415565385_682716478528808,"{u'paging': {u'cursors': {u'after': u'Mjc5MDE3NDE1NTY1Mzg1', u'before': u'NTg1Nzc4NDY4MjMyNDE1'}}, u'data': [{u'id': u'585778468232415', u'name': u'Jimena Avila'}, {u'id': u'228285103998999', u'name': u'Fundación Piensa'}, {u'id': u'419116224815098', u'name': u'Radio Valparaíso'}, {u'id': u'845579148795622', u'name': u'Marcela Vergara Venegas'}, {u'id': u'122089234795926', u'name': u'Mauricio Cortés Tavilo'}, {u'id': u'10207321071210779', u'name': u'Myriam Veas'}, {u'id': u'330441547148253', u'name': u'María Francisca Díaz'}, {u'id': u'659011050843062', u'name': u'Nacho Torrejon Carrasco'}, {u'id': u'10204130790723877', u'name': u'Alexandro Cea'}, {u'id': u'279017415565385', u'name': u'Desafío Levantemos Chile V Región'}], u'summary': {u'total_count': 10}}","Estuvimos en el programa #PiensaValparaíso de Fundación Piensa en Radio Valparaíso, donde nuestro Coordinador Regional Alexandro Cea compartió nuestra visión sobre la importancia del empoderamiento de la sociedad civil para el desarrollo de la región.",{u'count': 2},video,,,1
71,106,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'chronological'}}",2015-07-24 01:57:43,"{u'category': u'Non-Governmental Organization (NGO)', u'name': u'Desafío Levantemos Chile V Región', u'id': u'279017415565385'}",279017415565385_681140255353097,"{u'paging': {u'cursors': {u'after': u'Mjc5MDE3NDE1NTY1Mzg1', u'before': u'NTg1Nzc4NDY4MjMyNDE1'}}, u'data': [{u'id': u'585778468232415', u'name': u'Jimena Avila'}, {u'id': u'10204910996751724', u'name': u'Rosa Villa'}, {u'id': u'10204130790723877', u'name': u'Alexandro Cea'}, {u'id': u'10204989649160183', u'name': u'María Victoria Farías Maturana'}, {u'id': u'279017415565385', u'name': u'Desafío Levantemos Chile V Región'}], u'summary': {u'total_count': 5}}","Nuestro líder de Regiones y Emergencias, Nicolás Canales, mañana en la Universidad de Atacama en Seminario Lecciones del 27F para la reconstrucción de Atacama.",,photo,,,1
