,A,date,C,D,content
271,511918963169980417,2014-09-16 16:46:06,0,3,RT @VolunTelefonica: Primer día de preparación consensuando con @Codeni en sus oficinas todas las exposiciones #VSI14 #Santigo_Chile http:/…
272,511918907666755585,2014-09-16 16:45:53,0,1,RT @isilvasc: Celebrando la alianza @FTelefonicaCo @Codeni con el programa PRONIÑO. Felices con voluntarios de todo el mundo. http://t.co/a…
273,511918867065896960,2014-09-16 16:45:43,0,3,"RT @FTelefonica_CL: En entrega de capital para #EmprendimientosFamiliares, erradicando el #TrabajoInfantil @codeni @vicariaPSyT @cnjoven ht…"
274,511918834610372609,2014-09-16 16:45:35,0,2,RT @isilvasc: 21 aniversario residencia JP II @Codeni . Autoridades regionales y locales presentes y comprometidas. Felicidades! http://t.c…
275,511916632063893504,2014-09-16 16:36:50,0,0,Residencia CODENI Cauquenes celebró 21 años atendiendo a niñ@s y adolescentes de la región. http://t.co/BdfKTwQLcC
276,504671623077974016,2014-08-27 16:47:45,1,1,Patricio Walker llama a  crear con urgencia el Defensor de los Derechos del Niño y del Adolescente. http://t.co/rLwyXhteji vía: @biobio
277,504278440225554432,2014-08-26 14:45:23,0,0,"Entrevista a Hai Kyung Jun, representante de @UnicefCL : ""Chile le debe a la infancia una ley de protección integral"" http://t.co/FldRfnhUQO"
278,503946674222690304,2014-08-25 16:47:04,0,0,Entrevista de canal TV San Antonio-Chile a Gerente General de la Fundación Defensa del Niño. https://t.co/0FnxgKfdVy
279,498948695006937089,2014-08-11 21:46:53,0,1,RT @SA_LaSegunda: Marta Maurás: “El desafío es la aplicacion efectiva de la Convención de los Derechos del Niño” @Codeni http://t.co/ajXL6W…
280,498842416565477376,2014-08-11 14:44:34,2,3,CODENI saluda con mucho cariño a todos los niños y niñas de Chile. http://t.co/qE2lMBqRuV http://t.co/vO4ldaAdhn
281,497771862525743106,2014-08-08 15:50:34,0,1,RT @ClaudiaDuran: Celebramos El Derecho de Niños y Niñas a Ser Protegidos. Este sábado en Chillán. @sename_gobierno @Codeni No falten! http…
282,497771784457179136,2014-08-08 15:50:16,0,0,Presidente de Corte Suprema es partidario de prescindir de testimonios de niños en procesos investigativos. http://t.co/JZJrwPlLaA
283,497752424413949952,2014-08-08 14:33:20,1,1,@Sustentur @PROhumana @globalstd @GustavoAliende @jamarca @JonathansaNZT @planificadora13 ¡¡Qué tengan una gran semana!! Saludos.
284,495247766848012288,2014-08-01 16:40:43,0,0,Marta Maurás en Seminario CODENI: El gran desafío es la aplicación efectiva de Convención de los Derechos del Niño. http://t.co/aclatEAnU5
285,494225582541262848,2014-07-29 20:58:55,0,2,RT @Clausocio: En lo operativo restricciones sistema atención de infancia se afrontan con redes. Redes egocentradas de nivel local// @Coden…
286,494225492573433856,2014-07-29 20:58:34,0,1,RT @SA_LaSegunda: Expertos y autoridades debatieron sobre construcción de nuevo sistema para la infancia @Codeni @MinjuChile http://t.co/3e…
287,494225465100763136,2014-07-29 20:58:27,0,2,RT @Clausocio: Junto al equipo PRM @Codeni e @isilvasc  en Ceremonia Catastro Red de Salud Mental Peñaflor. Excelente iniciativa!! http://t…
288,493763683575930880,2014-07-28 14:23:30,0,0,"Organizado por Fundación Defensa del Niño, CODENI: expertos instan a avanzar en la protección integral de la infancia http://t.co/ibnLDWaP0b"
289,493763247565443072,2014-07-28 14:21:46,0,4,RT @PROhumana: “La mirada integral en la #Sustentabilidad de empresas colabora a la protección de la #Infancia” @SoledadTeixido en @Codeni …
290,492683625520173056,2014-07-25 14:51:44,0,1,RT @chanchovalpo: @Codeni En coloquio institucionalidad de infancia y ente rector. http://t.co/mdf7KEmuED
291,492683556268019712,2014-07-25 14:51:28,0,0,"En estos momentos se desarrolla Coloquio ""Institucionalidad de Infancia y Ente Rector"" con Embajadora Marta Maurás. http://t.co/bdODykvd1L"
292,492366114627022849,2014-07-24 17:50:04,0,2,"RT @sename_gobierno: Edmundo Crespo, Gerente Gral @Codeni agradece participación de autoridades en Diálogo sobre Infancia y adolescencia. h…"
293,492362614190927873,2014-07-24 17:36:09,0,1,RT @isilvasc: A estas horas el G.Gral de @Codeni Edmundo Crespo cierra el seminario de Infancia y Adolescencia. Gran espacio de diálogo y c…
294,492362195142205440,2014-07-24 17:34:29,0,0,"Palabras de cierre y agradecimientos de Edmundo Crespo, Gerente General de la Fundación Defensa del Niño, CODENI. http://t.co/kCMYenZUFv"
295,492360042428235776,2014-07-24 17:25:56,0,6,RT @sename_gobierno: Directora @Codeni plantea tareas de la sociedad civil en políticas integrales para la protección de la infancia. http:…
296,492359549979213824,2014-07-24 17:23:58,0,0,"Tema: Desde acción a pol. púb. rol de la soc. civil protecc. integral de la infancia. Ma. Teresa Sepúlveda, CODENI. http://t.co/AP7a2xmbcl"
297,492358981252558848,2014-07-24 17:21:43,0,2,"RT @PanchoEstrada: Lo mejor del seminario de @Codeni, la exposición crítica de María Teresa Sepúlveda"
298,492352672465702913,2014-07-24 16:56:39,0,3,"Tema: construyendo susten. territorios, rol de empresas en protec. integral la infancia. Soledad Teixidó, PROhumana. http://t.co/YtoCNQI4Mf"
299,492352128611266560,2014-07-24 16:54:29,0,3,"RT @sename_gobierno: ""Toda política pensada en protección de derechos debe cumplir con ser adaptada, proporcionada y coordinada para los ni…"
300,492351984973135873,2014-07-24 16:53:55,0,1,RT @Clausocio: @PROhumana @Codeni @SoledadTeixido expone respecto a la sustentabilidad de las empresas y la protección de la Infancia. Nuev…
301,492349000348336128,2014-07-24 16:42:03,0,8,RT @sename_gobierno: Directora #Sename @marcelalabrana relata experiencias teórico-prácticas para la prevención de la violencia en niñ@s. h…
302,492347619138867200,2014-07-24 16:36:34,0,6,RT @sename_gobierno: Autoridades #Sename @PROhumana     y @Codeni inician segundo panel sobre políticas públicas para protección integral. …
303,492347439631056896,2014-07-24 16:35:51,0,0,"Tema: Experienc. teór-práctica prev. violencia jóvenes para constr. polít. integral infancia. Marcela Labraña, SENAME http://t.co/euLgmTNFQW"
304,492345830863806464,2014-07-24 16:29:28,0,4,"Tema: garantías básicas de la protección espec. de derechos y responsabilida estatal. Hernán Fernández, abogado. http://t.co/Bu7g4AEjKg"
305,492345797946912768,2014-07-24 16:29:20,0,5,RT @PROhumana: @SoledadTeixido en Seminario CODENI síganlo a través de http://t.co/3CFno9LHS5 y codeni.cl #RSE
306,492344185610309633,2014-07-24 16:22:55,0,4,RT @carloemansilla: Equipo PRM Centro Millantuy #chiloe vía streaming debatiendo Seminario @Codeni http://t.co/NMfxaBaq17
307,492344105830453248,2014-07-24 16:22:36,0,1,Panel 2: La polít. públ. en acción: contribuciones desde las prácticas para un nuevo sistema de protección integral. http://t.co/QVlDk1LWkI
308,492341244186882048,2014-07-24 16:11:14,0,0,Siga el tercer bloque del Seminario organizado por CODENI a través de http://t.co/jqWiwZSlq5  #Infancia http://t.co/eefSZp2bdU
309,492334099764641792,2014-07-24 15:42:51,0,1,"Tema: Ref. prioritarias sist. especializado justicia juvenil. Nuevo servicio RPA. Ana Morales, Fund. Paz Ciudadana. http://t.co/tNkwcv1ips"
310,492328010419548160,2014-07-24 15:18:39,1,2,"Tema: Instituciones autónomas para la protección de la infancia. El defensor de la niñez. Nicolás Espejo, UNICEF http://t.co/ZjefwXhplG"
311,492323881261469696,2014-07-24 15:02:14,1,2,"Tema: ""La ética como dimensión constitutiva de un sistema de protección integral"". Patricio Miranda. http://t.co/njBZmiHkAu"
312,492323035526205441,2014-07-24 14:58:53,1,2,Panel 1: Hacia un nuevo sistema de protección integral de la infancia y adolescencia en Chile.  Seminario #Infancia http://t.co/jVzqw8hKc0
313,492315458373451776,2014-07-24 14:28:46,0,4,RT @sename_gobierno: @Codeni @CamaraDiputados @MinjuChile #Sename @UnicefCL y @coninfanciacl asisten a Diálogo sobre #ProteccionInfancia. h…
314,492314186052276224,2014-07-24 14:23:43,0,0,"Conferencia de Marta Maurás, Embajadora de Chile ante las Organizaciones Internac. en Ginebra. Seminario #Infancia http://t.co/W4wybYQUKg"
315,492313281085075457,2014-07-24 14:20:07,0,0,Agradecemos las relevantes palabras de nuestros invitados y su importante participación del Seminario #Infancia. http://t.co/QxsChw02qX
316,492312302214217728,2014-07-24 14:16:14,0,2,RT @sename_gobierno: Director Gonzalo Vicente @CamaraDiputados da bienvenida a autoridades y agradece labor en materia de infancia. http://…
317,492311656668868608,2014-07-24 14:13:40,0,2,RT @barbarasofiamd: En Diálogos sobre Infancia y Adolescencia vía streaming en PRM CODENI YUMBEL @Codeni @coninfanciacl @sename_gobierno
318,492310074619363328,2014-07-24 14:07:23,1,1,"""Los niños son fuente de derecho especiales"", precisa Gonzalo Vicente, director Acad. Parlamentaria Cám. Diputados. http://t.co/Za0Axmzjr0"
319,492307924770115585,2014-07-24 13:58:50,0,4,"RT @coninfanciacl: ""Queremos escuchar la voz de los NNA para construir la nueva ley y política"" Estela Ortiz en seminario @Codeni"
320,492306607074988032,2014-07-24 13:53:36,0,1,"RT @caldillodetripa: Centro PRM Millantuy @Codeni Castro, #Chiloe siendo parte del Seminario ""Diálogos sobre Infancia y Adolescencia http:/…"
321,492306546303705088,2014-07-24 13:53:21,3,2,"""Fundar una nueva relación del Estado con los niños"", propone María Estela Ortiz, sec. ejec. Consejo Nac. Infancia. http://t.co/OPHO5hCfzn"
322,492305757795516416,2014-07-24 13:50:13,0,1,"RT @PauliGutierrez: En Seminario ""Dialogos sobre Infancia y Adolescencia: Construyendo un Sistema de Protección Integral en Chile"". @Codeni"
323,492305150233804800,2014-07-24 13:47:49,0,4,"RT @sename_gobierno: Hai Kyung Jun, representante @UnicefCL plantea desafíos que enfrenta Chile para desarrollo a favor de la Infancia. htt…"
324,492304289562628097,2014-07-24 13:44:23,0,3,"RT @coninfanciacl: ""Los estándares de niñ@s y adolesc son insuficientemente conocidos e informados en Chile"" Representante de @UnicefCL en …"
325,492304028572086273,2014-07-24 13:43:21,1,2,"La representante en Chile de Unicef, Hai Kyung Jun, en el Seminario #Infancia de Codeni. http://t.co/He0OIMmw6v"
326,492302512289247232,2014-07-24 13:37:20,0,4,"RT @coninfanciacl: Estela Ortiz participa en seminario @Codeni ""Diálogos sobre infancia y adolescencia"" junto a @MinjuChile @UnicefCL http:…"
327,492302414218035200,2014-07-24 13:36:56,0,1,"RT @sename_gobierno: ""Hace 80 años, estamos en la labor por los derechos de los niñ@s, adolescentes y sus familias"" Presidente @Codeni. htt…"
328,492302196084838400,2014-07-24 13:36:04,1,4,"""Los derechos de los niños son relevantes..."", dice el ministro de Justicia, José Antonio Gómez. Seminario #Infancia http://t.co/MQgCgZfUz3"
329,492298975622750209,2014-07-24 13:23:16,1,0,"Palabras inaugurales de nuestro Presidente, Jose Pedro Silva, en el Seminario ""Diálogos sobre infancia..."". http://t.co/5QwB1Wotuq"
330,492297921539637248,2014-07-24 13:19:05,0,1,"Bienvenidos a ""Diálogos sobre Infancia y Adolescencia: construyendo un sistema de protección integral en Chile"" http://t.co/jqWiwZSlq5"
331,492290417946525696,2014-07-24 12:49:16,1,2,"¡Buenos días! Estamos a 15 minutos de comenzar el Seminario ""Diálogo sobre Infancia y Adolescencia"". http://t.co/jqWiwZSlq5 #InfanciaCodeni"
332,491982774124158976,2014-07-23 16:26:48,1,4,"Seminario ""Diálogos sobre Infancia y Adolescencia: Construyendo un Sistema de Protección Integral en Chile"". Programa http://t.co/PV9pdYw6DC"
333,491689964737163264,2014-07-22 21:03:17,0,3,“@CamaraDiputados: Academia Parlamentaria y CODENI realizan seminario sobre Infancia y Adolescencia http://t.co/q47S45uzNO”//www.codeni.cl
